No.,SMILES,HDAC6 activity,Applicability domain (AD),"Experimental value, pIC50",Standard deviation,Chemble ID
2490,COc1cc(C=CC(=O)SCCNC(=O)CCNC(=O)C2(O)C(OP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3OP(=O)(O)O)C2(C)C)cc(OC)c1O,Inactive,Inside AD,-,-,-
2491,CCC1=C(C)c2cc3[nH]c(cc4[nH]c(cc5nc(cc1n2)C(C)=C5CC)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C,unreliable prediction,Outside AD,-,-,-
2492,CS(=O)(=O)c1ccc2c(c1)nc1n2CC(N)C(c2cc(F)c(F)cc2F)C1,Inactive,Inside AD,-,-,-
2493,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC12)c1csc(N)n1,Inactive,Inside AD,-,-,-
2494,COC(=O)C1=CCCN(C)C1,unreliable prediction,Outside AD,-,-,-
2495,CCC=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1csc(N)n1,Inactive,Inside AD,-,-,-
2496,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,unreliable prediction,Outside AD,-,-,-
2497,COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,unreliable prediction,Outside AD,-,-,-
2498,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Inactive,Inside AD,-,-,-
2499,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Inactive,Inside AD,-,-,-
2500,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,Inactive,Inside AD,-,-,-
2501,NC(CCS(=O)(=O)O)CSSCC(N)CCS(=O)(=O)O,unreliable prediction,Outside AD,-,-,-
2502,COC(Cc1ccccc1)C(C)C=C(C)C=CC(N)C(C)C(=O)O,unreliable prediction,Outside AD,-,-,-
2503,COC(Cc1ccccc1)C(C)C=C(C)C=CC(N)C(C)C(=O)O,unreliable prediction,Outside AD,-,-,-
2504,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(N)c2)n1,unreliable prediction,Outside AD,-,-,-
2505,O=c1c2ccccc2oc2ccc(S(=O)(=O)Nc3nn[nH]n3)cc12,unreliable prediction,Outside AD,-,-,-
2506,CCCCC1OC(=O)c2ccccc21,unreliable prediction,Outside AD,-,-,-
2507,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,Inactive,Inside AD,-,-,-
2508,O=P(O)(O)C(O)P(=O)(O)O,unreliable prediction,Outside AD,-,-,-
2509,O=C(O)CCC1CCCCC1,unreliable prediction,Outside AD,-,-,-
2510,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)C)cc3)CC21C,unreliable prediction,Outside AD,-,-,-
2511,O=c1c(-c2ccc(O)cc2)coc2c(C3OC(CO)C(O)C(O)C3O)c(O)ccc12,Inactive,Inside AD,-,-,-
2512,Fc1ccc(-c2cncc(CNCC3CCc4ccccc4O3)c2)cc1,unreliable prediction,Outside AD,-,-,-
2513,Cc1cc(C)c(-c2ccc(NC(=O)C(Cc3ccc(C(=O)NCCS(=O)(=O)O)cc3)c3ccc(-c4ccc(C(C)(C)C)cc4)cc3)cc2)c(C)c1,unreliable prediction,Outside AD,-,-,-
2514,O=C(NN=Cc1cc(Br)c(O)c(Br)c1O)c1ccc(Br)cc1,unreliable prediction,Outside AD,-,-,-
2515,O=C(Nc1cc(Br)c(O)c(Br)c1)c1ccccc1,unreliable prediction,Outside AD,-,-,-
2516,CCOC(=O)C1=Cc2c3[nH]c(cc4nc(cc5nc(cc6[nH]c2c(C)c6CC)C(C)=C5CC)C(C)=C4CC)C(C)C13CC,Inactive,Inside AD,-,-,-
2517,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,unreliable prediction,Outside AD,-,-,-
2518,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Inactive,Inside AD,-,-,-
2519,Cc1cc(Nc2cc(N)ncn2)c(=O)n2c1C(=O)NC21CCCCC1,Inactive,Inside AD,-,-,-
2520,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OCCO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,Inactive,Inside AD,-,-,-
2521,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C=CC(C)C(C)C)CC(O)CC1O,unreliable prediction,Outside AD,-,-,-
2522,NCCCCC(N)C(N)=O,unreliable prediction,Outside AD,-,-,-
2523,O=C(NC1COC(CO)C1)C(OCc1ccccc1)C(O)C(O)C(OCc1ccccc1)C(=O)NC1c2ccccc2CC1O,unreliable prediction,Outside AD,-,-,-
2524,CCN(CC)CCOC(=O)c1cccc(-c2ccccc2)c1O,unreliable prediction,Outside AD,-,-,-
2525,c1ccc(C2CN3CCSC3=N2)cc1,unreliable prediction,Outside AD,-,-,-
2526,NC(=O)NC(CC(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
2527,CCCOc1ccc2nc(NC(=O)OC)sc2c1,unreliable prediction,Outside AD,-,-,-
2528,CNC1Cc2ccccc2C(c2ccccc2)C1,unreliable prediction,Outside AD,-,-,-
2529,COC=CC(N)C(=O)O,unreliable prediction,Outside AD,-,-,-
2530,COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,Inactive,Inside AD,-,-,-
2531,COc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1,Inactive,Inside AD,-,-,-
2532,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,Inactive,Inside AD,-,-,-
2533,OB1OCc2cc(Cl)ccc21,unreliable prediction,Outside AD,-,-,-
2534,COCC(=O)Nc1cc(Sc2ccccc2)ccc1N=C(NC(=O)OC)NC(=O)OC,unreliable prediction,Outside AD,-,-,-
2535,NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,unreliable prediction,Outside AD,-,-,-
2536,OCC1OC(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2537,OCC1OC(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2538,OCC1OC(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2539,COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc4c(c3)OCCO4)CC2)cc1,unreliable prediction,Outside AD,-,-,-
2540,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,unreliable prediction,Outside AD,-,-,-
2541,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc2nonc12,Inactive,Inside AD,-,-,-
2542,NC(C(=O)O)C(F)(F)F,unreliable prediction,Outside AD,-,-,-
2543,CCCCCC(C=O)=Cc1ccccc1,unreliable prediction,Outside AD,-,-,-
2544,COc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(OC)c1OC,Inactive,Inside AD,-,-,-
2545,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ncc(N)c1=O)C(O)c1nnc(C(C)(C)C)o1,Inactive,Inside AD,-,-,-
2546,CC[n+]1c(C)c(C(=O)OC(C)C)c(-c2ccccc2Cl)c(C(=O)O)c1C(=O)O,Inactive,Inside AD,-,-,-
2547,CC(C)CC(C(=O)Nc1ccn(CC(O)CO)n1)N1CC(Oc2ccccc2Cl)=CC1=O,Inactive,Inside AD,-,-,-
2548,O=C(O)c1cscn1,unreliable prediction,Outside AD,-,-,-
2549,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,Inactive,Inside AD,-,-,-
2550,CCSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,Inactive,Inside AD,-,-,-
2551,O=C(O)C(=O)C=Cc1ccccc1O,unreliable prediction,Outside AD,-,-,-
2552,N#Cc1ccc(-c2cc(C3CC4CCC3N4)cnc2F)cc1,unreliable prediction,Outside AD,-,-,-
2553,NC(Cc1cnc[nH]1)C(=O)O,unreliable prediction,Outside AD,-,-,-
2554,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CCCCC2)CC(C)C(=O)C=CC(C)=CC1CN1CCCCC1,unreliable prediction,Outside AD,-,-,-
2555,O=C(O)C(O)C(O)C(O)COP(=O)(O)O,unreliable prediction,Outside AD,-,-,-
2556,CC(=CC(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
2557,Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,Inactive,Inside AD,-,-,-
2558,Cc1cccc(-c2nc(Nc3ccc4n[nH]cc4c3)c3ccccc3n2)n1,Inactive,Inside AD,-,-,-
2559,CCCCCC(O)C=CC=CCCCCCCCC(=O)O,unreliable prediction,Outside AD,-,-,-
2560,CN(C)CCN(Cc1cccs1)c1ccccn1,unreliable prediction,Outside AD,-,-,-
2561,COCc1c(-c2cc3cc(C)cc(OC)c3s2)c2c(N)ncnn2c1CN1CCNC(=O)C1,Inactive,Inside AD,-,-,-
2562,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,unreliable prediction,Outside AD,-,-,-
2563,COc1ccccc1C=NOCCC(=O)O,unreliable prediction,Outside AD,-,-,-
2564,CCCCCC=CCC=CCC=CCCCCCCC(=O)O,unreliable prediction,Outside AD,-,-,-
2565,CCC(CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,Inactive,Inside AD,-,-,-
2566,CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,unreliable prediction,Outside AD,-,-,-
2567,CN1N=C(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,Inactive,Inside AD,-,-,-
2568,CN1CCN2c3c(cccc31)C1CN(CCCC(=O)c3ccc(F)cc3)CCC12,Inactive,Inside AD,-,-,-
2569,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,unreliable prediction,Outside AD,-,-,-
2570,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,Inactive,Inside AD,-,-,-
2571,N#CN=C1SCCN1Cc1ccc(Cl)nc1,unreliable prediction,Outside AD,-,-,-
2572,Nc1c(F)cc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1Cl,unreliable prediction,Outside AD,-,-,-
2573,O=P1(NCCCl)OCCCN1CCCl,unreliable prediction,Outside AD,-,-,-
2574,N#CC(O)c1ccc(O)cc1,unreliable prediction,Outside AD,-,-,-
2575,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,unreliable prediction,Outside AD,-,-,-
2576,NC(C(=O)O)c1cc(O)cc(O)c1,unreliable prediction,Outside AD,-,-,-
2577,COc1cc(C)c(S(=O)(=O)NCC(O)C(N)Cc2ccccc2)c(C)c1C,unreliable prediction,Outside AD,-,-,-
2578,Oc1cccc(Cl)c1,unreliable prediction,Outside AD,-,-,-
2579,O=C1N2C=C(c3ccc(O)cc3)N=C(Cc3ccccc3)C2=NC1(Cc1ccc(O)cc1)OO,Inactive,Inside AD,-,-,-
2580,NC(CC=O)C(=O)O,unreliable prediction,Outside AD,-,-,-
2581,CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1)S(=O)(=O)c1ccccc1,unreliable prediction,Outside AD,-,-,-
2582,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,Inactive,Inside AD,-,-,-
2583,COC1OC(CO)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2584,COC1OC(CO)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2585,COC1OC(CO)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2586,COC1OC(CO)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2587,O=C(C1C=Cc2c(Cl)nc(OCc3ccc(F)cc3)c(=O)n21)N1CCCC1,Inactive,Inside AD,-,-,-
2588,[H]N=C(N)NCC1COC2(CCCCC2)O1,unreliable prediction,Outside AD,-,-,-
2589,CCC(CC)COC(=O)C1CC2CC(Oc3cccc(Cl)c3-c3nn[nH]n3)CCC2CN1,unreliable prediction,Outside AD,-,-,-
2590,CCCCCCCSC1OC(CO)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2591,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)CCC3CCCC3)CCC12,unreliable prediction,Outside AD,-,-,-
2592,CCC(C(N)=O)N1CCCC1=O,unreliable prediction,Outside AD,-,-,-
2593,CCC(C(N)=O)N1CCCC1=O,unreliable prediction,Outside AD,-,-,-
2594,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,unreliable prediction,Outside AD,-,-,-
2595,O=S(O)c1ccccc1-c1ccccc1O,unreliable prediction,Outside AD,-,-,-
2596,CN1CN(C2OC(COP(=O)(O)O)C(O)C2O)C2=NC(N)=NC(=O)C21,Inactive,Inside AD,-,-,-
2597,c1ccc2c(c1)OCC(C1=NCCN1)O2,unreliable prediction,Outside AD,-,-,-
2598,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,unreliable prediction,Outside AD,-,-,-
2599,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,unreliable prediction,Outside AD,-,-,-
2600,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n(C(C)C2CCN(CC(F)(F)F)CC2)c2ccccc12,Inactive,Inside AD,-,-,-
2601,Cc1ccc2c(c1C)CN(C(=O)N(C)C)CC2c1cccc(O)c1,Inactive,Inside AD,-,-,-
2602,Clc1ccc(C2(c3ccc(-c4ncnc5nc[nH]c45)cc3)CCNCC2)cc1,unreliable prediction,Outside AD,-,-,-
2603,OC1CCCCC1,unreliable prediction,Outside AD,-,-,-
2604,Cn1cnc2ncnc-2c1N,unreliable prediction,Outside AD,-,-,-
2605,CCCCN,unreliable prediction,Outside AD,-,-,-
2606,O=C(O)CCCn1c2ccccc2c2ccccc21,Inactive,Inside AD,-,-,-
2607,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,unreliable prediction,Outside AD,-,-,-
2608,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,unreliable prediction,Outside AD,-,-,-
2609,Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,unreliable prediction,Outside AD,-,-,-
2610,O=C(Cc1cccs1)NC(B(O)O)c1cccc(C(=O)O)c1,unreliable prediction,Outside AD,-,-,-
2611,OCC1OC(SC2C(CO)OC(OC3C(CO)OC(SC4C(CO)OC(OC5C(CO)OC(S)C(O)C5O)C(O)C4O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2612,CCOC(=O)C=C(C)C=CC=C(C)C=Cc1c(C)cc(OC)c(C)c1C,unreliable prediction,Outside AD,-,-,-
2613,OC1CN(CCCOCCc2ccc3sccc3c2)C1,unreliable prediction,Outside AD,-,-,-
2614,CCc1cnn2c(NCc3cnc(N)nc3)cc(-c3c(F)cccc3F)nc12,Inactive,Inside AD,-,-,-
2615,Cc1cc(Cn2nnc3c(-c4ccco4)nc(N)nc32)ccc1N,Inactive,Inside AD,-,-,-
2616,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1C(CN1CCOCC1)CO3,Inactive,Inside AD,-,-,-
2617,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,unreliable prediction,Outside AD,-,-,-
2618,[H]N=C(N)c1ccc(NC(=O)Nc2ccc(Cl)cc2)cc1,unreliable prediction,Outside AD,-,-,-
2619,[H]N=C(CCC(=O)O)C1=NC(=Cc2ccc(O)cc2)C(=O)N1CC(=O)O,unreliable prediction,Outside AD,-,-,-
2620,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)NC(=O)C(N)CO)C(O)C1O,Inactive,Inside AD,-,-,-
2621,O=[N+]([O-])c1ccc(OC2OC(CSC3OCC(O)C(O)C3O)C(O)C(O)C2O)cc1,unreliable prediction,Outside AD,-,-,-
2622,CCC1OC(=O)C(C)C(O)C(C)C(O)C(C)CC(C)C(=O)C(C)C(O)C1C,unreliable prediction,Outside AD,-,-,-
2623,CCCC(NC(=O)CCC(=O)O)C(=O)O,unreliable prediction,Outside AD,-,-,-
2624,Cc1ccc(C2CC3(ON2)OC(CO)C(O)C(O)C3O)cc1,unreliable prediction,Outside AD,-,-,-
2625,[H]N=C(N)NCCCC(N)C(=O)NCCCN1CCN(CCCNC(=O)C(N)CCCNC(N)=N[H])CC1,unreliable prediction,Outside AD,-,-,-
2626,COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,Inactive,Inside AD,-,-,-
2627,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,Inactive,Inside AD,-,-,-
2628,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,unreliable prediction,Outside AD,-,-,-
2629,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,unreliable prediction,Outside AD,-,-,-
2630,CCOC(=O)c1c[nH]c(N)nc1=O,unreliable prediction,Outside AD,-,-,-
2631,COc1ccnc(CS(=O)c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,unreliable prediction,Outside AD,-,-,-
2632,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CC2(CC1C(=O)O)SCCS2,unreliable prediction,Outside AD,-,-,-
2633,Cc1nc(=O)c2c([nH]1)CCSC2,unreliable prediction,Outside AD,-,-,-
2634,CCCl,unreliable prediction,Outside AD,-,-,-
2635,Nc1nc(=O)n(C2C=CC(CO)O2)cc1F,unreliable prediction,Outside AD,-,-,-
2636,Nc1nc(=O)n(C2C=CC(CO)O2)cc1F,unreliable prediction,Outside AD,-,-,-
2637,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,Inactive,Inside AD,-,-,-
2638,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,Inactive,Inside AD,-,-,-
2639,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,Inactive,Inside AD,-,-,-
2640,Cc1cc(=O)oc2cc(O)ccc12,unreliable prediction,Outside AD,-,-,-
2641,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)Nc1sc(-c2ncco2)nc1-c1ccccc1)C1CCCCC1,Inactive,Inside AD,-,-,-
2642,[H]N=C(N)c1ccc2nc(-c3cccc(OCC(C)C)c3O)[nH]c2c1,unreliable prediction,Outside AD,-,-,-
2643,COc1ccccc1OC(=O)c1ccccc1OC(C)=O,unreliable prediction,Outside AD,-,-,-
2644,Cc1cccc(C=NNc2cc(N3CCOCC3)nc(OCCc3ccccn3)n2)c1,unreliable prediction,Outside AD,-,-,-
2645,Nc1ccc(C(=O)NCC(=O)O)cc1,unreliable prediction,Outside AD,-,-,-
2646,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CCCNCCCO)ccc1Cl,Inactive,Inside AD,-,-,-
2647,COc1ccccc1OCC(O)CO,unreliable prediction,Outside AD,-,-,-
2648,OCC1OC(Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)C(O)C(O)C1O,unreliable prediction,Outside AD,-,-,-
2649,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,Inactive,Inside AD,-,-,-
2650,CCC1(c2cnc[nH]2)Cc2ccccc2C1,unreliable prediction,Outside AD,-,-,-
2651,Cc1cccc(-c2ccc3c(c2)c(C(=O)C(=O)O)cn3Cc2ccc(C(C)(C)C)cc2)c1,Inactive,Inside AD,-,-,-
2652,NC(=O)c1c[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)ccc1C1CCCCC1=O,Inactive,Inside AD,-,-,-
2653,C=CC[N+]1(C2CC3C4CCC5CC(OC(C)=O)C(N6CCCCC6)CC5(C)C4CCC3(C)C2OC(=O)CC)CCCCC1,unreliable prediction,Outside AD,-,-,-
2654,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3cccc(-c4ccccn4)c3)o2)c1,Inactive,Inside AD,-,-,-
2655,CCCC(=O)OC1CN2CCC(O)C2C(O)C1O,unreliable prediction,Outside AD,-,-,-
2656,CC(CO)(OP(=O)(O)O)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,Inactive,Inside AD,-,-,-
2657,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,unreliable prediction,Outside AD,-,-,-
2658,Fc1ccc(OCC2CNCCO2)c2c1CCC2,unreliable prediction,Outside AD,-,-,-
2659,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Inactive,Inside AD,-,-,-
2660,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,Active,Inside AD,-,-,-
2661,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,unreliable prediction,Outside AD,-,-,-
2662,[H]N=C(NO)c1cccc(CC(NS(=O)(=O)c2c(C(C)C)cc(C(C)C)cc2C(C)C)C(=O)N2CCN(C(=O)OCC)CC2)c1,unreliable prediction,Outside AD,-,-,-
2663,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,unreliable prediction,Outside AD,-,-,-
2664,Cc1c(-c2ccccc2)ccc2nc(N)nc(N)c12,Active,Inside AD,-,-,-
2665,Nc1ccc2c(=O)[nH][nH]c(=O)c2c1,unreliable prediction,Outside AD,-,-,-
2666,CC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,unreliable prediction,Outside AD,-,-,-
2667,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,Inactive,Inside AD,-,-,-
2668,CNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O,Inactive,Inside AD,-,-,-
2669,O=C(Nc1ccc2ccccc2c1)C(c1csc2ccc(Cl)cc12)P(=O)(O)O,unreliable prediction,Outside AD,-,-,-
2670,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,unreliable prediction,Outside AD,-,-,-
2671,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,Inactive,Inside AD,-,-,-
2672,O=C(Cc1ccc(-c2ccc(OCCN3CCOCC3)cc2)cn1)NCc1ccccc1,unreliable prediction,Outside AD,-,-,-
2673,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,Active,Inside AD,-,-,-
2674,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,unreliable prediction,Outside AD,-,-,-
2675,CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)C(c1ccccc1)N1CCN(CC2CC2)CC1,unreliable prediction,Outside AD,-,-,-
2676,Cc1cc(CC(C)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c(O)c(-n2nc3ccccc3n2)c1,unreliable prediction,Outside AD,-,-,-
2677,CC(C)CC(=O)Nc1[nH]nc2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,Inactive,Inside AD,-,-,-
2678,[H]N=C(N)c1cc2cc(-c3cccc(OC4CCCCC4C)c3O)[nH]c2cc1F,Inactive,Inside AD,-,-,-
2679,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,unreliable prediction,Outside AD,-,-,-
2680,CCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC(C)=O,unreliable prediction,Outside AD,-,-,-
2681,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CSC12)c1csc(N)n1,Inactive,Inside AD,-,-,-
2682,O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1,unreliable prediction,Outside AD,-,-,-
2683,Cc1ccc(C)c(OCC(O)CN2CCOCC2)c1,unreliable prediction,Outside AD,-,-,-
2684,[H]N=C(N)c1ccc2nc(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4ccccc4OC)c3O)[nH]c2c1,Inactive,Inside AD,-,-,-
2685,CNC(=NCCCC(N)C(=O)O)NC,unreliable prediction,Outside AD,-,-,-
2686,COc1ccc2nc3c([N+](=O)[O-])ccc4c3c(c2c1)NN4CCCN(C)C,Inactive,Inside AD,-,-,-
2687,CNC(=O)c1cc(Cl)c(OC(C)(C)C(=O)O)cc1OCC(O)CN1CCC2(CC1)Cc1cc(Cl)ccc1O2,Inactive,Inside AD,-,-,-
2688,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1O,unreliable prediction,Outside AD,-,-,-
2689,O=C1NC(=O)C2(N1)OC(COP(=O)(O)O)C(O)C2O,Inactive,Inside AD,-,-,-
2690,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1CC2CN(C)CC2C1,Inactive,Inside AD,-,-,-
2691,COc1ccc(C2(c3ccc(OC)cc3)NC(=O)N(CCN3CCCCC3)C2=O)cc1,unreliable prediction,Outside AD,-,-,-
2692,CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,unreliable prediction,Outside AD,-,-,-
2693,Cc1cc(=O)[nH]c(=S)[nH]1,unreliable prediction,Outside AD,-,-,-
2694,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1ccc(F)cc1,Inactive,Inside AD,-,-,-
2695,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,unreliable prediction,Outside AD,-,-,-
2696,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,Inactive,Inside AD,-,-,-
2697,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,Inactive,Inside AD,-,-,-
2698,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,Inactive,Inside AD,-,-,-
2699,CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,unreliable prediction,Outside AD,-,-,-
2700,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],unreliable prediction,Outside AD,-,-,-
2701,CC1CCN(CCC2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,unreliable prediction,Outside AD,-,-,-
2702,CC1CCC(C(O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,unreliable prediction,Outside AD,-,-,-
