No.;SMILES;HDAC6 activity;Applicability domain (AD);Experimental value; pIC50;Standard deviation;Chemble ID
4772;CNc1ccc(C=Cc2ccc(OCCOCCOCCF)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4773;CCN(CC)C(=O)c1cccnc1;unreliable prediction;Outside AD;-0;-0;-0;
4774;CCCCC(CC)COCC(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
4775;CC(C)(C)NCC(O)c1ccc(O)c(CO)c1;unreliable prediction;Outside AD;-0;-0;-0;
4776;CC(C)(C)NCC(O)c1ccc(O)c(CO)c1;unreliable prediction;Outside AD;-0;-0;-0;
4777;NC(=O)C1CCC2CN1C(=O)N2OS(=O)(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4778;CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
4779;CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
4780;O=C(O)CCC(NC(=O)c1ccc(S(=O)(=O)N2CCCC2C(=O)O)cc1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4781;CCOC(=O)C(Cc1ccccc1)NC(=O)C1CSCCN1S(=O)(=O)c1ccc(C)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4782;Cn1cc(-c2[nH]c3cc(NC(=O)C(N)C4CCCCC4)cc4c3c2C=NNC4=O)cn1;unreliable prediction;Outside AD;-0;-0;-0;
4783;Cc1sc2ccccc2c1CC1=NCCN1;unreliable prediction;Outside AD;-0;-0;-0;
4784;CC(O)C(O)C1CNc2nc(N)nc(N)c2N1;unreliable prediction;Outside AD;-0;-0;-0;
4785;C=C(C)C1CC=C(CO)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4786;CCC(CO)Nc1nc(NCc2ccccc2O)c2ncn(C(C)C)c2n1;unreliable prediction;Outside AD;-0;-0;-0;
4787;Cc1cc(CCCCCCCOc2ccc(C3=NC(C)CO3)cc2)on1;unreliable prediction;Outside AD;-0;-0;-0;
4788;O=C1N(Cc2ccc(C(F)(F)F)o2)c2ccccc2C12COc1cc3c(cc12)OCO3;unreliable prediction;Outside AD;-0;-0;-0;
4789;O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4790;NCCCCNCCCNC(=O)CNC(=O)C(CS)NC(=O)CCC(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4791;COc1ccc(CC(C)N)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4792;CC(C)(N)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccc2ccccc2c1)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
4793;OCC1COC(CI)O1;unreliable prediction;Outside AD;-0;-0;-0;
4794;Cc1nc2c(=O)nc(N)[nH]c2o1;unreliable prediction;Outside AD;-0;-0;-0;
4795;CC(=O)NC1C(=O)OC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4796;CC(NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
4797;CC(C)c1cc(Sc2ccc(O)c(C(C)C)c2)ccc1O;unreliable prediction;Outside AD;-0;-0;-0;
4798;CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
4799;NS(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1;unreliable prediction;Outside AD;-0;-0;-0;
4800;CCC(CC)OC1C=C(C(=O)O)CC(N)C1NC(C)=O;unreliable prediction;Outside AD;-0;-0;-0;
4801;COc1cc(O)c2c(c1)C=CCC(O)C(O)C(=O)C=CCC(C)OC2=O;unreliable prediction;Outside AD;-0;-0;-0;
4802;CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C;unreliable prediction;Outside AD;-0;-0;-0;
4803;Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1Nc1ncccc1-c1ccncn1;unreliable prediction;Outside AD;-0;-0;-0;
4804;CC(=O)NC(Cc1ccccc1)C(O)(O)C(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
4805;Cc1ccc(=O)n(-c2ccc(O)cc2)c1;unreliable prediction;Outside AD;-0;-0;-0;
4806;COc1cc(OC)c2c(=O)nc(-c3cc(C)c(OCCO)c(C)c3)[nH]c2c1;unreliable prediction;Outside AD;-0;-0;-0;
4807;Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314;unreliable prediction;Outside AD;-0;-0;-0;
4808;CCCCCCCCCCCCCCCC[n+]1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4809;C=CCC(C=O)C1CCCC1O;unreliable prediction;Outside AD;-0;-0;-0;
4810;CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O;unreliable prediction;Outside AD;-0;-0;-0;
4811;COP(=O)(OC)C(O)C(Cl)(Cl)Cl;unreliable prediction;Outside AD;-0;-0;-0;
4812;O=C1c2ccccc2C(=O)C1c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4813;CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4814;O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
4815;C=C1CCN(C(C)C(O)(Cn2cncn2)c2ccc(F)cc2F)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4816;COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C;unreliable prediction;Outside AD;-0;-0;-0;
4817;CC1OC(n2cnc3c(N)ncnc32)CC1OP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
4818;CC(C)Oc1ncc(-c2nc(-c3cccc4c3ccn4CCCC(=O)O)no2)cc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
4819;CCN(CC)CCOc1ccc(Cc2ccccc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4820;N#Cc1ccc(Nc2nc(N)nc(Oc3c(Cl)cccc3Cl)n2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4821;O=[N+]([O-])c1cccc2c(Br)[nH]nc12;unreliable prediction;Outside AD;-0;-0;-0;
4822;CCc1cnc(N2CCC(c3nc(COc4ccc(-n5cnnn5)cc4)cs3)CC2)nc1;unreliable prediction;Outside AD;-0;-0;-0;
4823;NS(=O)(=O)c1cccc2c(O)cccc12;unreliable prediction;Outside AD;-0;-0;-0;
4824;CC(N)Cc1ccc2c(c1)OCO2;unreliable prediction;Outside AD;-0;-0;-0;
4825;Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1;unreliable prediction;Outside AD;-0;-0;-0;
4826;O=C1CCc2c(Oc3ccc4c(c3)C3C(O4)C3c3nc4ccc(C(F)(F)F)cc4[nH]3)ccnc2N1;unreliable prediction;Outside AD;-0;-0;-0;
4827;Nc1nc(=O)n(C2CC(O)C(CO)O2)cc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
4828;O=CC(O)C(O)COP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
4829;Cc1cccc(C)c1NC(=O)CN1CCCC1=O;unreliable prediction;Outside AD;-0;-0;-0;
4830;CNCCc1ccc(O)c(O)c1;unreliable prediction;Outside AD;-0;-0;-0;
4831;O=S(=O)(c1cccc2cnccc12)N1CCCNCC1;unreliable prediction;Outside AD;-0;-0;-0;
4832;O=C1NC(Cc2ccc(O)cc2)C(=O)NC1Cc1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4833;O=C(O)C=Cc1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4834;O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3F)C(O)C2O)c(=O)[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
4835;O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OC(CO)C(O)C(O)C3F)C(O)C2O)c(=O)[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
4836;CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4837;Cc1ncc(COP(=O)(O)O)c(C=O)c1O;unreliable prediction;Outside AD;-0;-0;-0;
4838;CC12OC(=O)C1(C(O)C1C=CCCC1)NC(=O)C2CCCl;unreliable prediction;Outside AD;-0;-0;-0;
4839;Cc1c(F)cccc1NC(=O)Nc1ccc(Cl)c(S(=O)(=O)C2CCCNC2)c1O;unreliable prediction;Outside AD;-0;-0;-0;
4840;Nc1nc(=O)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C4OP(=O)(O)OC43)c2[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
4841;N#Cc1ccc(N2C(=O)C3C(O)CCN3C2=O)c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
4842;Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4843;Cc1ncc(COP(=O)(O)O)c(CNC(C)(C)C(=O)O)c1O;unreliable prediction;Outside AD;-0;-0;-0;
4844;O=C(O)c1ccc(CCCc2c(CCNS(=O)(=O)Cc3ccccc3C(F)(F)F)n(C(c3ccccc3)c3ccccc3)c3ccc(Cl)cc23)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4845;COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC;unreliable prediction;Outside AD;-0;-0;-0;
4846;[H]N=C(N)c1ncn(C2OC(CO)C(O)C2O)n1;unreliable prediction;Outside AD;-0;-0;-0;
4847;c1ccc2c(c1)Cc1c(-c3ccncc3)n[nH]c1-2;unreliable prediction;Outside AD;-0;-0;-0;
4848;O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1;unreliable prediction;Outside AD;-0;-0;-0;
4849;CC(N)C(CCCCCC(=O)O)CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4850;CC(N)(Cc1ccc(O)cc1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4851;CC(NP(=O)(OCC1OC(n2ccc(N)nc2=O)C(F)(F)C1O)Oc1ccccc1)C(=O)OCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4852;Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C;unreliable prediction;Outside AD;-0;-0;-0;
4853;CCCCC(NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4854;Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O;unreliable prediction;Outside AD;-0;-0;-0;
4855;Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4856;Cc1ncc(CO)c(CN)c1O;unreliable prediction;Outside AD;-0;-0;-0;
4857;C=[N+](O)CCCNC(=O)CCCCCCCCCCC;unreliable prediction;Outside AD;-0;-0;-0;
4858;CC1=C(CO)C2=C(C)C3(CC3)C(C)(O)C(=O)C2=C1;unreliable prediction;Outside AD;-0;-0;-0;
4859;O=P(O)(O)OCC1OC(n2cnc3ncncc32)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4860;NC1=NC2(c3cc(NC(=O)c4ccc(F)cn4)ccc3F)COCC2CS1;unreliable prediction;Outside AD;-0;-0;-0;
4861;CCCc1cc(=O)oc2c3c(c4c(c12)OC(C)(C)C=C4)OC(C)C(C)C3O;unreliable prediction;Outside AD;-0;-0;-0;
4862;CCCCCCCOC1OC(CO)C(O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4863;CCCC(CCC)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4864;CC(C)OC(=O)C(C)NP(=O)(OCC1(F)OC(n2ccc(=O)[nH]c2=O)C(C)(O)C1O)Oc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4865;OCc1ccc(F)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
4866;NC1(C(=O)O)CCCC1;unreliable prediction;Outside AD;-0;-0;-0;
4867;CCCCCCCCCCCCCCCC=O;unreliable prediction;Outside AD;-0;-0;-0;
4868;N#CCCNc1nonc1-c1nc2ccccc2n1CC(=O)c1ccc(NC(=O)C(N)CCCCN)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4869;COC(=O)c1ccccc1C(=O)OC;unreliable prediction;Outside AD;-0;-0;-0;
4870;CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)NO)CC(C)C;unreliable prediction;Outside AD;-0;-0;-0;
4871;Cc1c2[nH]c(c1CCC(=O)O)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)C2;unreliable prediction;Outside AD;-0;-0;-0;
4872;CCC(C(=O)O)C1(O)CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
4873;CNC(=NCc1ccccc1)NC;unreliable prediction;Outside AD;-0;-0;-0;
4874;O=S(=O)(O)Cc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4875;C=CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4876;Cc1c(-c2ccccc2)[n+](N=N[n+]2c(-c3ccccc3)c(C)n3ccccc32)c2ccccn12;unreliable prediction;Outside AD;-0;-0;-0;
4877;Cc1cccc2c1C(=O)C1(O)CCN(c3ccccc3)C1=N2;unreliable prediction;Outside AD;-0;-0;-0;
4878;O=C(CCBr)N1CCN(C(=O)CCBr)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4879;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
4880;CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4881;CC1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21;unreliable prediction;Outside AD;-0;-0;-0;
4882;O=C1c2ccccc2C(=O)C1c1ccc(Cl)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4883;Cc1c(NC(=O)NC(=O)c2ccc(Cl)cc2Cl)cccc1OCCCCC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4884;CN(C(=O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I;unreliable prediction;Outside AD;-0;-0;-0;
4885;O=C(Cc1ccc(I)cc1)NC[PH](=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4886;OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4887;Cc1c(Cl)cccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1;unreliable prediction;Outside AD;-0;-0;-0;
4888;CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(Cl)C(Cl)CC3(C)C2(C(=O)CO)O1;unreliable prediction;Outside AD;-0;-0;-0;
4889;CC(Oc1ccc(-c2nc(-c3ccc4nc[nH]c4c3)no2)cc1C(F)(F)F)C(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
4890;CC(CP(=O)(O)C(N)CC(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4891;O=C(Nc1cccc(S(=O)(=O)N2CCN(c3ccccn3)CC2)c1)Nc1nccs1;unreliable prediction;Outside AD;-0;-0;-0;
4892;Cc1cn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)nc1N;unreliable prediction;Outside AD;-0;-0;-0;
4893;CCOCCOCCOCCOCCOCCO;unreliable prediction;Outside AD;-0;-0;-0;
4894;COc1ccc(S(=O)(=O)N2C(=O)C(c3ccccc3OC)(N3CC(O)CC3C(=O)N(C)C)c3cc(Cl)ccc32)c(OC)c1;unreliable prediction;Outside AD;-0;-0;-0;
4895;CCCCCCCCCCCCCCCCS(=O)(=O)OCC(N)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4896;CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4897;OCC1CN(CCCc2ccccc2)CC(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4898;CC(=O)OC(C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4899;CC(=O)NC1C(N)C=C(C(=O)O)OC1C(O)C(O)CO;unreliable prediction;Outside AD;-0;-0;-0;
4900;O=P(O)(O)OCCCc1c[nH]c2ccccc12;unreliable prediction;Outside AD;-0;-0;-0;
4901;O=C(O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1;unreliable prediction;Outside AD;-0;-0;-0;
4902;COC(=O)C=CC(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4903;CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1)C1CCNCC1;unreliable prediction;Outside AD;-0;-0;-0;
4904;CC(=O)NC(=Cc1ccc(CC(=O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O;unreliable prediction;Outside AD;-0;-0;-0;
4905;NS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4906;Nc1cncn1C1OC(CO)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4907;OCCOCCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4908;[H]N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)ccc2c1;unreliable prediction;Outside AD;-0;-0;-0;
4909;CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1OC(C)(OP(=O)(O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4910;O=C(O)CCP(=O)(O)O;unreliable prediction;Outside AD;-0;-0;-0;
4911;CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4912;CC(C)=CCCC(C)(O)C1CCC2(C)C1CCC1C3(C)CCC(O)C(C)(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
4913;Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CC1O;unreliable prediction;Outside AD;-0;-0;-0;
4914;Cc1cccc2c(=O)nc(N)[nH]c12;unreliable prediction;Outside AD;-0;-0;-0;
4915;CC(=O)OCOC(=O)C1N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1(C)C;unreliable prediction;Outside AD;-0;-0;-0;
4916;COC(=O)c1c(C)cc(O)c2c(O)c3c(cc12)C(=O)c1cccc(O)c1C3=O;unreliable prediction;Outside AD;-0;-0;-0;
4917;Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4918;NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O;unreliable prediction;Outside AD;-0;-0;-0;
4919;C=CS(=O)(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4920;NC(CSCCC(=O)Nc1ccc2ncnc(Nc3ccccc3)c2c1)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4921;NS(=O)(=O)c1ccc(Nc2cc(OCC3CCCCC3)nc3ncnn23)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4922;Nc1ncccc1OCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4923;CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C;unreliable prediction;Outside AD;-0;-0;-0;
4924;CNc1[nH]c(N)nc(=O)c1[N+](=O)[O-];unreliable prediction;Outside AD;-0;-0;-0;
4925;CCC12C=CCN3CCC4(c5cc(C6(C(=O)OC)CC7CC(C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)C4C(O)(C(=O)OC)C1OC(C)=O)C32;unreliable prediction;Outside AD;-0;-0;-0;
4926;O=C(O)CCc1ccc(O)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4927;CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4928;O=S(=O)(O)CCNCl;unreliable prediction;Outside AD;-0;-0;-0;
4929;O=c1nc[nH]c2sc3c(c12)CCCC3;unreliable prediction;Outside AD;-0;-0;-0;
4930;Cc1cc(C2CC(O)C(COP(=O)(O)O)O2)c(F)cc1F;unreliable prediction;Outside AD;-0;-0;-0;
4931;[H]N=C(N)CCCCC(C(=O)O)C1c2ccc(-c3cccc(OC)c3)cc2CC1O;unreliable prediction;Outside AD;-0;-0;-0;
4932;OC(CON=C(Cl)c1cccnc1)CN1CCCCC1;unreliable prediction;Outside AD;-0;-0;-0;
4933;O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl;unreliable prediction;Outside AD;-0;-0;-0;
4934;Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1;unreliable prediction;Outside AD;-0;-0;-0;
4935;CCCCCCCC(=O)OC1C(O)C(CO)OC(OC2(CO)OC(CO)C(O)C2O)C1O;unreliable prediction;Outside AD;-0;-0;-0;
4936;O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21;unreliable prediction;Outside AD;-0;-0;-0;
4937;Clc1ccc(CCCOCCCN2CCCCC2)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4938;CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4939;COCCN1CCC(N(Cc2ccc(-c3ccc(C(F)(F)F)cc3)cc2)C(=O)Cn2c(SCc3cccc(F)c3F)cc(=O)c3ccccc32)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4940;Clc1ccccc1Nc1ncc(-c2ccccc2)n2cncc12;unreliable prediction;Outside AD;-0;-0;-0;
4941;CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4942;CC[N+](C)(C)CCCS(=O)(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4943;CCc1nc(N)nc(N)c1C#CCc1cc(OC)ccc1OC;unreliable prediction;Outside AD;-0;-0;-0;
4944;[H]N=C(N)c1ccc2cccc(NC(=O)c3cccc(O)c3C)c2c1;unreliable prediction;Outside AD;-0;-0;-0;
4945;N#CC(O)c1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4946;CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21;unreliable prediction;Outside AD;-0;-0;-0;
4947;CCN(CC)CC(=O)Nc1c(C)cccc1C;unreliable prediction;Outside AD;-0;-0;-0;
4948;COP(N)(=O)SC;unreliable prediction;Outside AD;-0;-0;-0;
4949;O=C(O)C1(O)CC(O)C(O)C(C(O)CO)O1;unreliable prediction;Outside AD;-0;-0;-0;
4950;CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4951;CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4952;CC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1;unreliable prediction;Outside AD;-0;-0;-0;
4953;Cc1ncc(COP(=O)(O)O)c(CNC2CONC2=O)c1O;unreliable prediction;Outside AD;-0;-0;-0;
4954;O=C(O)C(O)=CC(=O)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1;unreliable prediction;Outside AD;-0;-0;-0;
4955;O=c1cc(NCCCNC2CCOc3c(Br)cc(Br)cc32)[nH]c2ccsc12;unreliable prediction;Outside AD;-0;-0;-0;
4956;CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1;unreliable prediction;Outside AD;-0;-0;-0;
4957;CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3;unreliable prediction;Outside AD;-0;-0;-0;
4958;CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1;unreliable prediction;Outside AD;-0;-0;-0;
4959;O=Cc1ccc(CO)o1;unreliable prediction;Outside AD;-0;-0;-0;
4960;O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
4961;NC(CSS(=O)(=O)O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4962;CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4963;NS(=O)(=O)c1nc2ccc(O)cc2s1;unreliable prediction;Outside AD;-0;-0;-0;
4964;Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
4965;CC1CCC(C(C)C)C(O)C1;unreliable prediction;Outside AD;-0;-0;-0;
4966;CC1CCC(C(C)C)C(O)C1;unreliable prediction;Outside AD;-0;-0;-0;
4967;CCCCCCCCCCCCCCCCCCCCCCO;unreliable prediction;Outside AD;-0;-0;-0;
4968;CC(C=O)CC1CC1;unreliable prediction;Outside AD;-0;-0;-0;
4969;Cc1cc(-c2nc3ccccc3o2)cc(C)c1O;unreliable prediction;Outside AD;-0;-0;-0;
4970;CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2;unreliable prediction;Outside AD;-0;-0;-0;
4971;Cc1c(C(=O)Nc2ccc(S(C)(=O)=O)cc2)cn(CCO)c1-c1ccccc1C(F)(F)F;unreliable prediction;Outside AD;-0;-0;-0;
4972;CCCCC(CN(O)C=O)C(=O)O;unreliable prediction;Outside AD;-0;-0;-0;
4973;NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N;unreliable prediction;Outside AD;-0;-0;-0;
4974;CCC(=O)OC1CCC2C3CCC4CC(=O)C(C)CC4(C)C3CCC12C;unreliable prediction;Outside AD;-0;-0;-0;
4975;CN(C)c1ccc(-c2sc3cc(O)ccc3[n+]2C)cc1;unreliable prediction;Outside AD;-0;-0;-0;
4976;O=c1ccc(Cc2ccc(Cl)c(Oc3ccccc3)c2F)n[nH]1;unreliable prediction;Outside AD;-0;-0;-0;
4977;CCC(C=O)C1C(NS(C)(=O)=O)CCN1C(=O)C(NC(=O)OC(C)(C)C)C(C)C;unreliable prediction;Outside AD;-0;-0;-0;
4978;CC(C=CC(=O)C=O)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1;unreliable prediction;Outside AD;-0;-0;-0;
